customer_id,customer_city,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
1d4411212e90d6a24fd2d09f74878b48,sao bernardo do campo,delivered,6/25/2018 22:43,6/25/2018 23:37,6/27/2018 10:04,6/28/2018 11:53,7/16/2018 0:00,1,7/1/2018 23:31,19.9,8.89,4,voucher,1,20.71,utilidades_domesticas,44,412,1,9900,40,20,30
52f0992e20b8f1c4b113d00df8fd9d93,niteroi,delivered,8/5/2018 20:01,8/5/2018 20:10,8/15/2018 13:06,8/20/2018 17:31,8/31/2018 0:00,2,8/16/2018 20:10,39.95,18.38,1,credit_card,10,116.66,casa_construcao,39,867,7,450,16,20,16
af728e0bf96a8d350bf03ff43dadfd75,sorocaba,delivered,4/28/2018 20:28,4/28/2018 20:35,4/30/2018 14:41,5/3/2018 20:22,5/15/2018 0:00,1,5/4/2018 20:35,153.9,13.98,1,credit_card,5,167.88,esporte_lazer,35,1114,5,3300,45,15,35
c57c441872c2609f61abbbf8148a1ca1,sao bernardo do campo,delivered,12/5/2017 11:27,12/5/2017 11:34,12/7/2017 23:57,12/14/2017 16:38,1/3/2018 0:00,6,12/11/2017 11:34,9.99,13.37,1,credit_card,10,140.16,moveis_decoracao,55,184,1,900,40,8,40
ca5d72f1c65589324e254fde9bf9b59e,itabira,delivered,1/30/2018 16:55,2/1/2018 2:53,2/1/2018 22:37,2/9/2018 13:46,2/22/2018 0:00,2,2/7/2018 2:53,29,3.78,1,boleto,1,132.29,relogios_presentes,60,167,2,300,16,2,11
e789734c22b5671c5ebc823e411d3136,rio de janeiro,delivered,11/23/2017 16:39,11/23/2017 19:48,12/4/2017 19:25,12/12/2017 17:47,12/14/2017 0:00,1,11/30/2017 19:47,32.99,15.11,1,boleto,1,48.1,moveis_decoracao,41,789,1,950,20,35,20
f6a51667be5d74a02fdb9ed7947ab21f,promissao,delivered,7/27/2018 8:51,7/28/2018 2:44,7/30/2018 14:43,8/2/2018 18:21,8/14/2018 0:00,1,8/2/2018 2:44,179,13.91,1,boleto,1,192.91,perfumaria,32,102,1,425,24,12,16
118295a853acb536efff13740faf5be8,sao paulo,delivered,5/31/2017 11:11,5/31/2017 11:22,5/31/2017 11:36,6/1/2017 8:34,6/27/2017 0:00,1,6/8/2017 11:22,99.9,16.46,1,credit_card,3,116.36,cool_stuff,43,743,5,500,18,12,15
8626e57862a050c15c876163ee417754,rio de janeiro,delivered,5/15/2017 22:01,5/15/2017 22:10,5/18/2017 11:20,5/24/2017 11:57,6/6/2017 0:00,1,5/21/2017 22:10,26,16.11,1,credit_card,4,42.11,eletrodomesticos,56,953,3,500,30,12,17
97f75cec91e09a57da6ddfcba7f77948,campinas,delivered,4/10/2018 18:28,4/10/2018 18:50,4/11/2018 18:48,4/12/2018 19:28,4/24/2018 0:00,1,4/16/2018 18:50,199.9,9.75,1,credit_card,10,209.65,construcao_ferramentas_construcao,57,677,5,1100,20,10,20
fcaf0d103e34562e5d96b2708adb9a06,general salgado,delivered,6/25/2018 20:26,6/25/2018 20:35,6/26/2018 15:39,6/29/2018 18:17,7/18/2018 0:00,1,6/29/2018 20:35,67.99,14.79,1,credit_card,8,82.78,cama_mesa_banho,40,305,1,1125,30,15,31
2280ee2d641ecd26e3f9811a5373bdd2,botucatu,delivered,2/20/2018 20:03,2/21/2018 6:20,2/23/2018 1:45,2/27/2018 19:29,3/13/2018 0:00,1,2/28/2018 3:31,53.99,11.88,1,boleto,1,65.87,perfumaria,44,334,1,200,16,16,13
fa98795c4f0fdb2240d930eef4a98924,governador valadares,delivered,11/26/2017 12:33,11/26/2017 12:52,12/5/2017 19:46,12/13/2017 18:41,12/18/2017 0:00,2,11/30/2017 12:52,115,15.56,1,credit_card,1,261.12,moveis_decoracao,52,638,1,1400,40,35,40
b56d930e30b9db3b5c4c7915222cbda0,santo andre,delivered,7/24/2018 12:44,7/24/2018 13:40,7/30/2018 14:45,8/7/2018 21:16,8/7/2018 0:00,1,7/30/2018 13:32,24.9,15.27,1,credit_card,1,40.17,utilidades_domesticas,47,897,1,450,20,10,20
5bc21bc57bdda0f158cf209e4a595ae4,ribeirao pires,delivered,8/4/2017 12:50,8/4/2017 13:05,8/4/2017 18:13,8/11/2017 17:52,8/28/2017 0:00,1,8/10/2017 13:05,48.9,13.37,1,credit_card,5,62.27,malas_acessorios,49,244,1,700,34,24,21
16b1ae6ede88a77e625443ab2ae0da09,guanhaes,delivered,7/6/2018 20:27,7/6/2018 20:50,7/10/2018 11:30,7/14/2018 14:12,8/9/2018 0:00,1,7/12/2018 20:50,148,24.19,1,credit_card,2,172.19,beleza_saude,38,1686,2,717,19,17,14
221b4e0290833c2eabd51cf883770524,paracatu,delivered,10/4/2017 19:55,10/4/2017 20:07,10/5/2017 18:55,10/11/2017 21:50,11/1/2017 0:00,1,10/10/2017 20:07,28.99,1.74,1,credit_card,8,181.16,cama_mesa_banho,57,393,1,550,16,10,16
f6df5969f9120bc4448e888d5dcf04c9,jundiai,delivered,9/3/2017 10:21,9/3/2017 10:30,9/5/2017 17:11,9/12/2017 20:47,9/26/2017 0:00,1,9/8/2017 10:30,177.99,17.01,1,credit_card,8,195,utilidades_domesticas,44,916,2,950,53,5,13
64c1209f6fae0cbe57bd7e39469506f4,rio de janeiro,delivered,4/25/2018 10:52,4/25/2018 11:09,5/2/2018 11:19,5/7/2018 20:12,6/5/2018 0:00,2,5/2/2018 11:09,59.99,19.39,1,credit_card,1,238.14,fashion_bolsas_e_acessorios,57,457,2,500,16,5,30
74f3420d05bc68c7aca52b3b73fc9ae2,erechim,delivered,2/20/2018 11:21,2/21/2018 6:25,2/21/2018 21:23,3/16/2018 22:08,3/21/2018 0:00,1,2/27/2018 3:31,134.9,18.19,1,boleto,1,153.09,automotivo,57,693,5,1175,68,8,35
b4822e42a92e0d848ea0a71ff7e0b379,rio de janeiro,delivered,6/25/2018 20:37,6/26/2018 20:30,6/27/2018 10:06,7/3/2018 18:03,8/1/2018 0:00,2,7/4/2018 20:30,418.9,18.03,1,credit_card,6,873.86,automotivo,55,2122,2,1100,16,16,16
f6a795133cf03ddb8785bae6a82825ed,mococa,delivered,6/5/2018 16:34,6/6/2018 16:34,6/7/2018 12:01,6/13/2018 19:56,7/11/2018 0:00,1,6/14/2018 16:32,23.9,12.79,1,credit_card,3,36.69,papelaria,38,316,4,250,51,15,15
03071a983e944c48990031952443e211,capao da canoa,delivered,6/20/2018 18:08,6/20/2018 18:39,6/22/2018 14:57,6/29/2018 17:02,7/30/2018 0:00,2,6/25/2018 18:39,89.9,21.46,1,credit_card,4,314.81,informatica_acessorios,33,300,1,207,19,11,14
94779b9caa445191a00444b6d61f257b,sao sebastiao do paraiso,delivered,5/20/2018 21:13,5/22/2018 8:16,5/22/2018 13:57,6/5/2018 1:38,6/14/2018 0:00,1,5/24/2018 8:16,49,15.97,1,boleto,1,130.84,cama_mesa_banho,50,318,1,1021,35,5,32
baa315938f6a7dabb22eaf39fa899549,sao jose do rio pardo,delivered,3/3/2018 20:44,3/3/2018 21:08,3/6/2018 16:52,4/6/2018 21:19,3/26/2018 0:00,1,3/7/2018 21:08,119.9,15.59,1,credit_card,7,135.49,beleza_saude,47,554,1,350,16,10,20
729862db9ace71f44613602b0bb1ff40,sao paulo,delivered,6/18/2018 10:32,6/18/2018 12:02,6/19/2018 9:11,6/20/2018 20:06,6/28/2018 0:00,1,6/26/2018 12:02,42.54,7.56,1,credit_card,1,50.1,automotivo,57,1331,4,100,16,4,12
1d4b7bb9405b39a11d5aef6985dd7a41,itabirito,delivered,2/14/2018 20:14,2/16/2018 8:07,2/20/2018 18:17,3/5/2018 11:59,3/9/2018 0:00,1,2/22/2018 7:07,49.9,17.6,1,boleto,1,135,ferramentas_jardim,56,348,2,1550,30,22,30
5ad6bc8f1dc030d6adbb044fc6a7e394,belo horizonte,delivered,10/23/2017 12:57,10/23/2017 13:14,10/24/2017 22:47,10/27/2017 21:07,11/14/2017 0:00,1,10/31/2017 13:14,89.99,15.39,1,credit_card,8,105.38,beleza_saude,59,492,3,250,22,10,18
a189fdcd17c49459d41f406cffb5264d,belo horizonte,delivered,3/14/2018 15:56,3/14/2018 17:00,3/20/2018 19:17,4/4/2018 0:06,4/3/2018 0:00,1,3/20/2018 16:31,45.99,15.23,1,credit_card,4,61.22,brinquedos,32,254,1,250,16,10,11
0980d72e94bede8b0f7d8a4cd32511c8,ipatinga,delivered,3/24/2018 9:22,3/24/2018 11:41,3/27/2018 22:54,3/31/2018 15:48,4/17/2018 0:00,3,3/29/2018 11:32,129.95,59.76,1,credit_card,10,297.95,casa_construcao,56,797,5,9950,52,22,52
9e73731040bc438293c93f43d07e71b0,vila velha,delivered,12/22/2017 9:56,12/22/2017 10:10,12/22/2017 20:04,1/6/2018 16:38,1/23/2018 0:00,1,12/29/2017 10:10,90,15.38,1,credit_card,5,105.38,cama_mesa_banho,54,427,1,15700,16,10,16
d870167097156772b8af23d558b4faa7,rio de janeiro,delivered,8/9/2018 15:38,8/9/2018 17:25,8/10/2018 13:58,8/15/2018 18:22,8/23/2018 0:00,1,8/13/2018 17:25,59.99,15.52,1,credit_card,1,15.51,informatica_acessorios,49,1238,6,150,18,16,13
c8901f16e562e287157e0d6a502103ed,belo horizonte,delivered,8/6/2018 5:17,8/6/2018 5:25,8/7/2018 19:17,8/11/2018 12:52,8/17/2018 0:00,1,8/8/2018 5:25,799,20.69,1,credit_card,4,819.69,relogios_presentes,36,229,4,400,16,16,11
be62d0b42cb5dd7bccb8d519ec063795,vila velha,delivered,6/30/2017 16:54,6/30/2017 17:10,7/3/2017 12:03,7/10/2017 19:24,7/26/2017 0:00,1,7/6/2017 17:10,80,25.4,1,credit_card,1,105.4,eletrodomesticos,54,238,2,2350,64,6,55
dac45a37ffb988682a29b7f846a95203,sao jose do rio preto,delivered,5/22/2017 11:21,5/23/2017 3:55,5/23/2017 15:49,5/29/2017 11:37,6/13/2017 0:00,1,5/29/2017 3:55,69.99,15.24,1,boleto,1,85.23,automotivo,56,663,3,577,24,14,13
617be02bd0adff180b9ed11ed7668a72,nanuque,delivered,2/14/2018 12:35,2/14/2018 12:55,2/16/2018 1:38,3/1/2018 14:57,3/9/2018 0:00,1,2/20/2018 11:55,28.49,15.1,1,debit_card,1,43.59,automotivo,60,3136,4,100,17,10,15
d0b0d73f1abce4934ef0895fed3726d7,santos,delivered,7/16/2017 20:23,7/16/2017 20:35,7/18/2017 15:38,7/24/2017 14:27,8/4/2017 0:00,2,7/20/2017 20:35,46.5,13.37,1,credit_card,10,119.74,moveis_decoracao,56,296,2,1050,100,7,15
d95c5b9690c44ea8e2ae8dd3a33d314f,ribeirao preto,delivered,3/21/2018 15:12,3/21/2018 15:27,3/22/2018 20:32,4/5/2018 0:31,4/9/2018 0:00,1,3/27/2018 15:27,217.9,18.44,1,credit_card,4,236.34,brinquedos,43,1505,1,6038,49,19,44
072fd8216633baba841520c47e686b04,sao paulo,delivered,5/7/2017 13:05,5/7/2017 13:15,5/12/2017 11:50,5/23/2017 11:34,5/31/2017 0:00,1,5/15/2017 13:15,39.9,12.69,1,voucher,1,52.59,moveis_decoracao,58,330,1,600,50,20,20
8aa69d775fd94aba699deaa55209416d,ouro preto,delivered,12/2/2017 12:57,12/2/2017 13:09,12/5/2017 14:47,12/19/2017 20:32,1/2/2018 0:00,1,12/7/2017 13:09,9.5,15.1,1,credit_card,1,24.6,eletronicos,32,460,1,100,25,7,16
f4c8e771644395dea2f5dd68c227794f,divinopolis,delivered,10/8/2017 21:38,10/8/2017 21:49,10/10/2017 17:09,10/16/2017 18:27,11/6/2017 0:00,1,10/17/2017 22:49,89.99,16.39,1,credit_card,10,106.38,beleza_saude,59,492,3,250,22,10,18
612710bbe8a65f14327ffb3bb51b208a,sao paulo,delivered,4/28/2017 23:11,4/28/2017 23:22,5/4/2017 11:52,5/9/2017 14:52,5/22/2017 0:00,1,5/4/2017 23:22,79.9,11.17,1,credit_card,1,91.07,bebes,55,1158,2,400,30,10,30
1a3ca894c970199dcf200ad85dcaeec9,uberlandia,delivered,6/15/2017 15:25,6/15/2017 15:35,6/19/2017 18:53,6/27/2017 21:10,7/13/2017 0:00,1,6/22/2017 15:35,449.9,20.72,1,credit_card,5,470.62,perfumaria,31,329,1,471,18,12,15
4d3549e2ac2a97c5f787e4c1f557173d,rio de janeiro,delivered,2/25/2018 22:36,2/25/2018 22:50,2/27/2018 14:12,3/2/2018 0:55,3/12/2018 0:00,1,3/1/2018 22:50,49.9,8.27,1,credit_card,2,58.17,beleza_saude,46,586,1,200,20,20,30
e15a22961c6f226bcbc487534bd288f4,montes claros,delivered,4/26/2018 16:12,4/26/2018 17:09,4/27/2018 14:04,5/7/2018 18:08,5/17/2018 0:00,1,5/3/2018 17:09,26,18.23,1,credit_card,1,44.23,eletrodomesticos,42,116,1,450,20,13,12
261c8817697d0a60fea72f6cca043535,nova serrana,delivered,5/7/2018 14:28,5/7/2018 16:33,5/8/2018 7:01,5/15/2018 15:42,6/13/2018 0:00,2,5/11/2018 16:31,55.76,27.12,1,credit_card,3,414.4,bebidas,26,165,1,1400,18,32,22
a5ee477d5af9fcafb0b8fee8431d2fbe,rio de janeiro,delivered,3/22/2018 9:49,3/23/2018 2:15,3/27/2018 1:06,4/5/2018 17:27,4/24/2018 0:00,1,3/29/2018 2:15,21.99,15.23,1,boleto,1,37.22,telefonia,60,540,2,300,17,4,12
655e6d4740c2be44db06fb323886b426,belo horizonte,delivered,8/16/2017 11:40,8/17/2017 3:10,8/17/2017 19:33,8/23/2017 22:42,9/8/2017 0:00,1,8/23/2017 3:10,19.9,14.1,1,boleto,1,68,perfumaria,37,674,1,225,16,7,12
74493089cad5208903209e997a8eb9af,potiragua,delivered,6/14/2017 15:39,6/14/2017 16:02,6/16/2017 15:36,6/28/2017 16:46,7/17/2017 0:00,1,6/20/2017 16:02,49.99,16.79,1,credit_card,1,66.78,telefonia,49,613,2,250,19,4,11
cc93c8a56518db1b736fbb33bb74228d,sao carlos,delivered,6/15/2018 7:41,6/15/2018 8:00,6/15/2018 14:15,6/19/2018 17:38,7/5/2018 0:00,1,6/19/2018 8:00,110.32,13.43,1,credit_card,4,247.5,beleza_saude,60,919,1,150,22,3,15
1edb49f0b83fae7a1c43f9bfca9caf34,itu,delivered,1/9/2018 10:16,1/9/2018 10:29,1/11/2018 18:23,1/13/2018 0:27,1/24/2018 0:00,1,1/16/2018 10:29,53.99,7.78,1,credit_card,1,61.77,perfumaria,44,334,1,200,16,16,13
d27699950318f5683014e2d58dd75cc1,fortaleza,delivered,4/9/2018 9:02,4/9/2018 9:15,4/16/2018 22:28,4/30/2018 18:28,5/4/2018 0:00,1,4/13/2018 9:15,1699,170.8,1,credit_card,10,1869.8,eletrodomesticos_2,43,122,1,14400,55,15,36
ac404dab8e3ccae7f16263ac1e693c6c,ribeirao pires,delivered,1/23/2018 13:12,1/24/2018 2:34,1/25/2018 15:13,2/6/2018 17:31,2/20/2018 0:00,1,1/30/2018 2:34,29.99,15.1,1,boleto,1,45.09,pet_shop,56,807,1,100,16,16,11
06fd13fe812ea82418f7e99df3591b81,itanhaem,delivered,3/31/2018 15:00,3/31/2018 15:15,4/3/2018 23:53,4/5/2018 18:19,4/18/2018 0:00,1,4/5/2018 15:15,104,20.07,1,credit_card,2,124.07,industria_comercio_e_negocios,52,784,4,11325,18,105,30
fc024c596725f743f0d7bff1b3786457,rio de janeiro,delivered,3/18/2018 21:51,3/18/2018 22:07,3/19/2018 23:07,4/18/2018 13:04,4/20/2018 0:00,1,3/22/2018 22:07,89.9,20.36,1,credit_card,10,110.26,brinquedos,58,822,8,805,28,37,25
36a3814f42b8e1e33c12a1cc26c4c161,florianopolis,delivered,8/8/2018 14:01,8/8/2018 14:10,8/9/2018 15:24,8/13/2018 19:24,8/13/2018 0:00,1,8/10/2018 14:10,79,12.28,1,credit_card,3,91.28,malas_acessorios,58,367,5,1200,45,15,35
90043fb9e26697db68f4bad3e4783ee4,nova venecia,delivered,5/5/2017 8:50,5/5/2017 9:02,5/11/2017 10:20,5/22/2017 11:54,6/5/2017 0:00,1,5/11/2017 9:02,59,16.11,1,credit_card,3,75.11,moveis_decoracao,12,920,4,125,16,16,16
dfbbddd720e537cd1947405a1a15b585,campinas,delivered,8/9/2018 8:36,8/9/2018 8:50,8/13/2018 15:55,8/17/2018 18:53,8/24/2018 0:00,1,8/13/2018 8:50,39,13.61,1,credit_card,1,52.61,esporte_lazer,44,221,1,400,40,6,25
01e5b020d9c4f26539154b00f632e3ae,rio de janeiro,delivered,2/1/2017 22:26,2/1/2017 22:41,2/3/2017 15:25,2/9/2017 15:25,2/28/2017 0:00,2,2/5/2017 22:26,64.9,15.66,1,credit_card,8,161.12,cool_stuff,38,500,1,5150,90,4,42
ecccf01a5732bcd6e1cbe1e0a7157366,pelotas,delivered,5/25/2018 20:26,5/25/2018 20:35,5/28/2018 14:20,6/20/2018 16:08,7/12/2018 0:00,1,6/4/2018 20:35,53,18.25,1,credit_card,2,71.25,cama_mesa_banho,54,559,1,650,16,10,16
a714af914cd870f1e99245b1df9aa161,cotia,delivered,5/5/2018 17:38,5/5/2018 17:55,5/7/2018 15:29,5/9/2018 20:51,5/18/2018 0:00,1,5/10/2018 17:55,160,13.03,1,credit_card,1,173.03,brinquedos,58,576,2,6617,46,33,35
3c23b9abaaff0ca38f4116be91be60dd,belo horizonte,delivered,4/9/2018 22:05,4/10/2018 0:15,4/11/2018 16:39,4/24/2018 22:06,5/7/2018 0:00,1,4/16/2018 0:15,156,18.97,1,credit_card,2,174.97,relogios_presentes,35,640,1,335,17,11,16
e74a6338773e24b2e8a94d82cab4ea45,sao joao de meriti,delivered,4/22/2018 1:36,4/25/2018 3:55,4/25/2018 13:49,4/30/2018 17:17,5/17/2018 0:00,2,5/2/2018 3:55,13.99,15.23,1,boleto,1,87.66,perfumaria,54,935,1,50,16,5,11
7505971887b32c2c73c07aaf67c88b35,curitiba,delivered,4/29/2018 18:09,4/29/2018 18:29,5/2/2018 15:20,5/7/2018 18:24,5/22/2018 0:00,1,5/4/2018 18:29,169,23.76,1,credit_card,3,192.76,moveis_decoracao,60,1152,3,3700,45,11,65
11ed1a861563b383cb85ee4dd5e2a3ed,pirajui,delivered,5/9/2018 19:36,5/9/2018 19:52,5/10/2018 14:48,5/15/2018 17:56,5/29/2018 0:00,1,5/15/2018 19:52,125.9,13.01,1,credit_card,6,230.81,cama_mesa_banho,56,255,1,1800,30,5,30
7125c98fa677b9de633994997ab0f32e,rio de janeiro,delivered,5/7/2017 13:17,5/7/2017 13:30,5/12/2017 16:49,5/19/2017 17:36,6/7/2017 0:00,1,5/11/2017 13:30,59.9,17.67,1,credit_card,3,77.57,ferramentas_jardim,58,340,2,1500,30,22,30
351237f09455eb12770b331e3bab5e08,sao bernardo do campo,delivered,8/19/2017 20:23,8/19/2017 20:35,8/21/2017 21:03,8/22/2017 15:33,9/5/2017 0:00,1,8/28/2017 20:32,16,7.78,1,credit_card,2,23.78,beleza_saude,51,247,2,200,25,10,20
0ebb6d45fdc7c49738cd93b0cd95f123,campinas,delivered,12/2/2017 11:43,12/2/2017 11:51,12/12/2017 0:42,12/18/2017 21:16,12/20/2017 0:00,1,12/7/2017 11:51,89.9,11.83,2,voucher,1,98.99,brinquedos,59,249,2,1500,40,25,20
df9a2607789c5c8bb1bd023abb87107f,sao paulo,delivered,4/28/2018 14:49,4/28/2018 15:11,4/30/2018 10:03,5/4/2018 18:28,5/15/2018 0:00,1,5/4/2018 15:11,28.9,12.79,1,credit_card,3,41.69,cama_mesa_banho,55,137,2,333,30,4,26
0c8245c152ff3c334a3e64f49f7bc33c,marau,delivered,3/22/2018 23:34,3/22/2018 23:50,3/23/2018 18:28,4/10/2018 19:52,4/17/2018 0:00,1,3/28/2018 23:50,149,18.92,1,credit_card,5,167.92,utilidades_domesticas,47,396,2,6050,77,11,33
b1d9e0fe53450b1be6afe138fce9dede,sao jose dos campos,delivered,4/14/2017 14:16,4/14/2017 14:30,4/19/2017 16:55,4/27/2017 11:46,5/11/2017 0:00,1,4/24/2017 14:30,299,16.26,1,credit_card,4,315.26,informatica_acessorios,54,2304,3,500,16,16,16
cc36b3fd72b73a5ac271fb56f84404bc,taboao da serra,delivered,4/5/2018 8:21,4/6/2018 8:28,4/7/2018 1:16,4/12/2018 17:58,4/23/2018 0:00,1,4/12/2018 8:28,108.24,42.62,1,credit_card,2,150.86,bebes,53,821,2,9088,39,40,79
339978d66c8f8cdd14699e0e0fd67451,uberlandia,delivered,9/25/2017 16:38,9/25/2017 17:05,9/27/2017 19:58,10/5/2017 20:29,10/20/2017 0:00,1,9/29/2017 17:05,29,16.11,1,credit_card,1,45.11,brinquedos,49,120,1,400,50,10,25
0c137d76fe12fdf5abcbefed887f2b95,cubatao,delivered,8/1/2017 22:58,8/1/2017 23:10,8/4/2017 13:24,8/9/2017 15:35,8/23/2017 0:00,1,8/7/2017 23:10,49.09,12.69,1,credit_card,6,61.78,moveis_decoracao,57,87,1,1000,40,7,34
7d55089905aacc707679cc11a43c5ed1,rio de janeiro,delivered,8/12/2017 21:53,8/12/2017 22:05,8/14/2017 18:55,8/24/2017 17:13,9/5/2017 0:00,1,8/16/2017 22:05,39.9,15.1,1,credit_card,1,55,automotivo,54,589,4,150,16,5,11
d683a82f865da969726293b2a90e7f85,gramado,delivered,8/16/2018 6:44,8/16/2018 6:55,8/16/2018 8:42,8/27/2018 21:22,8/31/2018 0:00,1,8/20/2018 6:55,99.9,23.5,1,debit_card,1,123.4,cama_mesa_banho,60,1344,3,1400,35,5,20
4d69348be3bb86e3326bc320185c5438,itatiba,delivered,11/27/2017 17:19,11/29/2017 18:10,11/30/2017 20:27,12/4/2017 17:54,12/11/2017 0:00,1,12/5/2017 18:10,159.9,13.67,1,credit_card,10,173.57,cama_mesa_banho,43,279,1,8200,56,17,51
779d93baac8efb80a7a757af51297e66,curitiba,delivered,12/24/2017 12:12,12/24/2017 12:29,12/26/2017 21:37,12/29/2017 20:54,1/22/2018 0:00,1,12/29/2017 12:29,75.5,16.78,1,credit_card,1,92.28,cama_mesa_banho,48,590,1,1475,38,11,30
62e03ecf5dae004db358778553258677,santos,delivered,2/16/2018 15:36,2/16/2018 15:47,2/19/2018 16:24,2/20/2018 16:59,3/5/2018 0:00,1,2/22/2018 14:47,69,7.78,1,credit_card,1,76.78,fashion_bolsas_e_acessorios,55,151,6,350,16,2,20
