customer_id,customer_city,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,label
a4c4409161fb97bc07935f38eb966479,miguel pereira,delivered,2/1/2017 22:29,2/1/2017 22:41,2/3/2017 11:07,2/7/2017 12:05,3/14/2017 0:00,1,2/6/2017 22:29,20.9,14.52,1,credit_card,1,35.42,informatica_acessorios,32,1074,2,250,39,2,30,1
0a1431f7019951b42e8a79ca9c9776f7,luis eduardo magalhaes,delivered,10/3/2017 15:35,10/4/2017 2:56,10/4/2017 19:13,10/23/2017 18:21,11/1/2017 0:00,1,10/11/2017 2:56,26.5,16.79,1,boleto,1,43.29,moveis_decoracao,46,278,3,200,22,6,15,0
79b4e6917237551454e77c23285fa09a,birigui,delivered,8/8/2017 17:54,8/8/2017 18:10,8/10/2017 16:13,8/14/2017 21:23,8/30/2017 0:00,1,8/16/2017 18:10,58,12.75,1,credit_card,1,70.75,informatica_acessorios,59,297,2,700,20,50,18,1
e4f17957b71e801d3141759fb0098eb4,vacaria,delivered,1/4/2018 8:16,1/6/2018 2:08,1/12/2018 11:59,1/25/2018 18:32,2/14/2018 0:00,2,1/11/2018 2:08,149,18.29,1,boleto,1,334.58,esporte_lazer,60,1493,2,1050,80,8,15,0
09bbf3e00780ccfc92e7146905ea4378,vitoria da conquista,delivered,9/24/2017 16:51,9/24/2017 17:03,9/27/2017 14:58,10/16/2017 19:37,10/24/2017 0:00,1,9/28/2017 17:03,249,30.78,1,credit_card,10,279.78,casa_conforto,59,303,2,5050,45,15,35,1
1ff773612ab8934db89fd5afa8afe506,rio de janeiro,delivered,4/19/2018 13:54,4/20/2018 7:15,4/24/2018 16:08,5/3/2018 16:39,5/22/2018 0:00,2,4/26/2018 7:15,284.99,16.87,1,boleto,1,3018.6,bebidas,36,1481,1,2775,16,38,11,1
22aa400bd51a0858f743c1e4123d1fd9,rio de janeiro,delivered,4/30/2018 20:25,5/1/2018 3:15,5/2/2018 12:44,5/11/2018 16:24,6/8/2018 0:00,1,5/8/2018 3:15,150,18.63,1,credit_card,6,168.63,musica,58,288,3,1100,16,2,11,1
2b37acd5f8df4d3e14df1c3d75b8884d,niteroi,delivered,12/1/2017 9:38,12/1/2017 11:31,12/1/2017 23:48,12/28/2017 15:28,12/28/2017 0:00,1,12/7/2017 9:55,99.98,21.19,2,voucher,1,24.75,ferramentas_jardim,58,686,1,1450,90,6,18,0
3e7b413594714db992bb14c4236ffe6f,salvador,delivered,5/13/2018 22:06,5/13/2018 22:32,5/14/2018 13:34,5/17/2018 13:26,6/7/2018 0:00,1,5/17/2018 22:31,157.89,27.84,1,credit_card,3,185.73,bebes,41,449,2,1050,70,10,40,0
723e75dd203b84273f993394259c7c3a,sao caetano do sul,delivered,4/1/2018 19:31,4/3/2018 5:28,4/4/2018 17:42,4/5/2018 18:38,4/12/2018 0:00,1,4/9/2018 5:28,50,11.15,1,boleto,1,61.15,ferramentas_jardim,47,895,9,1500,45,10,35,0
b29cd4b6b9a32a9071f8ef282588b18b,rio de janeiro,delivered,11/25/2017 6:48,11/25/2017 6:56,12/6/2017 16:49,12/19/2017 17:22,12/18/2017 0:00,1,11/30/2017 6:56,156.9,18.35,1,credit_card,6,175.25,cama_mesa_banho,52,1485,2,2600,43,8,33,1
7ff0e2983908917cbd12217e27b6dfdb,sao paulo,delivered,6/24/2018 23:18,6/24/2018 23:34,7/5/2018 9:40,7/9/2018 12:24,7/23/2018 0:00,2,7/8/2018 23:31,179.9,37.59,1,credit_card,1,434.98,esporte_lazer,43,1120,1,15467,64,62,25,0
1eff81ab2dabace9a165ce9346ba7ffc,rio de janeiro,delivered,11/14/2017 3:16,11/14/2017 3:30,11/16/2017 9:51,11/27/2017 18:52,12/5/2017 0:00,1,11/21/2017 3:30,38.99,16.11,1,credit_card,3,220.4,cama_mesa_banho,58,697,1,550,16,10,16,1
edf0671289afa3c587fe9bcf46969567,fernandopolis,delivered,7/24/2018 12:16,7/25/2018 9:24,7/25/2018 14:12,7/27/2018 18:56,8/7/2018 0:00,1,7/31/2018 9:24,140,15.29,1,credit_card,2,155.29,esporte_lazer,58,516,1,1100,40,20,20,1
246fdbb2a404aaee6bb5d93190dbf7e0,rio de janeiro,delivered,11/7/2017 12:23,11/8/2017 3:50,11/10/2017 19:34,11/22/2017 20:27,12/6/2017 0:00,1,11/14/2017 3:30,50.9,16.12,1,boleto,1,67.02,moveis_decoracao,60,473,1,600,30,4,20,0
0d2d57d0f1e6068a6df47f54bb807140,porto alegre,delivered,4/21/2018 15:42,4/24/2018 18:40,4/25/2018 0:22,4/30/2018 21:11,5/16/2018 0:00,1,4/26/2018 16:30,109.9,18.35,1,credit_card,2,128.25,bebes,53,704,3,4750,60,20,50,0
97300b8bea30b34f84ac6b6244ebeb55,recife,delivered,6/27/2018 10:45,6/27/2018 11:16,6/28/2018 13:03,7/6/2018 12:54,7/30/2018 0:00,1,7/3/2018 11:16,120,96.71,1,credit_card,4,216.71,automotivo,56,1763,1,3350,40,40,40,1
e5e4541aadc3088d6d85a429c146413b,uberlandia,delivered,1/30/2018 13:39,1/31/2018 18:10,2/10/2018 3:16,2/23/2018 17:30,2/21/2018 0:00,1,2/6/2018 18:10,171.57,16.96,1,boleto,1,188.53,perfumaria,54,1176,1,600,22,16,16,1
ff67ab5e872384e9b7cbe4260e1daeeb,rio de janeiro,delivered,3/24/2018 11:51,3/24/2018 12:08,3/29/2018 0:28,4/5/2018 13:40,4/20/2018 0:00,1,3/29/2018 12:08,38.9,7.87,1,credit_card,1,93.54,construcao_ferramentas_construcao,57,352,1,225,16,3,13,0
b6ff5a99f18bc4da7753ab8659c829df,blumenau,delivered,5/9/2017 21:45,5/9/2017 21:55,5/16/2017 11:26,5/19/2017 9:23,5/29/2017 0:00,1,5/15/2017 21:55,18.99,15.1,1,credit_card,1,13.01,beleza_saude,47,1474,3,150,43,13,14,0
394945268bfc8ff9a28bec1a4f56adda,contagem,delivered,11/12/2017 11:11,11/14/2017 4:10,11/14/2017 23:18,11/23/2017 20:09,12/5/2017 0:00,1,11/21/2017 4:10,105.18,15.49,1,boleto,1,120.67,perfumaria,49,1235,2,250,16,16,16,1
ec1cd684721a8fcb6d0e78955a9f81bb,bertioga,delivered,1/24/2018 11:06,1/24/2018 15:07,1/25/2018 20:29,1/27/2018 0:52,2/16/2018 0:00,1,1/30/2018 15:07,228,18.31,1,credit_card,8,246.31,esporte_lazer,29,418,1,1871,35,32,30,0
93c859001a3199271096b3d30a592700,porto seguro,delivered,6/27/2017 16:29,6/27/2017 16:45,6/29/2017 15:21,7/14/2017 22:14,7/27/2017 0:00,1,7/3/2017 16:45,64,19.69,1,credit_card,8,83.69,eletroportateis,52,1074,1,1150,16,16,16,1
231ab7a5eba5d3bb4cd2219ed9c25515,campinas,delivered,3/27/2017 8:52,3/27/2017 9:05,3/27/2017 18:48,4/10/2017 13:42,4/18/2017 0:00,1,3/31/2017 9:05,64.99,14.62,1,credit_card,1,79.61,informatica_acessorios,47,493,1,245,19,14,14,0
a9fda05a43c3b49daa87bbc1058f1e0f,rio de janeiro,delivered,3/12/2017 14:02,3/12/2017 14:02,3/20/2017 8:35,3/24/2017 13:21,4/5/2017 0:00,1,3/20/2017 14:02,109.9,17.51,1,credit_card,1,127.41,cama_mesa_banho,54,120,1,835,40,9,33,0
571f6f28fb074b6b25fe0b1f0cec0f74,itajai,delivered,8/19/2018 18:33,8/20/2018 12:50,8/21/2018 14:12,8/28/2018 19:42,9/4/2018 0:00,1,8/24/2018 12:50,114.99,15.11,1,credit_card,2,130.1,utilidades_domesticas,48,1430,2,800,30,10,25,1
d156adf822c2f7cf64cf09297bcbd0dc,niteroi,delivered,2/18/2018 18:55,2/20/2018 7:40,2/20/2018 18:18,3/5/2018 21:26,3/13/2018 0:00,1,2/26/2018 7:11,144.99,17.26,1,boleto,1,162.25,cool_stuff,54,629,1,1050,36,24,22,1
5e89bec0749c70102f5a0d04c1a371bd,rio de janeiro,delivered,5/2/2018 13:05,5/3/2018 9:55,5/4/2018 15:01,5/14/2018 17:08,6/11/2018 0:00,1,5/9/2018 9:55,18.9,22.06,1,credit_card,1,40.96,eletronicos,40,672,1,150,17,8,12,0
ed428ee145a75b8846cfbb94fab90477,tambau,delivered,6/18/2018 18:47,6/18/2018 19:20,6/19/2018 15:11,6/26/2018 0:18,7/5/2018 0:00,1,6/20/2018 19:20,88.5,17.75,1,credit_card,2,106.25,ferramentas_jardim,60,1452,1,2700,30,23,20,0
b0cf86489356b4de18670fd11e6db7d1,sao paulo,delivered,10/29/2017 14:24,10/30/2017 11:11,10/30/2017 16:52,10/31/2017 16:37,11/10/2017 0:00,1,11/6/2017 11:11,194.9,8.62,2,voucher,1,25.7,relogios_presentes,58,734,2,250,16,11,11,1
7f1af4bbe65b5bf8c5e0e19766ff46d3,santa cecilia,delivered,11/15/2017 23:37,11/15/2017 23:50,11/17/2017 20:38,11/30/2017 20:38,12/12/2017 0:00,1,11/21/2017 23:50,121.9,18.1,1,credit_card,7,140,beleza_saude,39,1749,1,1350,27,9,18,1
9cb217017421d848098b2087a6b97f35,sao paulo,delivered,11/15/2017 7:52,11/17/2017 3:35,11/22/2017 18:08,11/23/2017 17:53,11/29/2017 0:00,1,11/23/2017 3:35,25.99,7.78,1,boleto,1,33.77,cool_stuff,47,291,2,400,20,10,20,1
65e8eb92d79163578ff601cd27408edb,brasilia,delivered,7/8/2017 15:16,7/8/2017 15:30,7/11/2017 12:36,7/27/2017 17:15,8/3/2017 0:00,1,7/13/2017 15:30,93,17.9,1,credit_card,1,110.9,eletroportateis,52,1076,1,1750,20,16,20,1
b7471219b0b1f0ffd7c258484d4331bf,rio de janeiro,delivered,2/13/2018 10:15,2/13/2018 10:30,2/14/2018 23:32,2/23/2018 21:54,3/7/2018 0:00,1,2/19/2018 9:30,41.8,14.1,1,credit_card,2,55.9,esporte_lazer,33,1269,2,300,16,6,20,1
4e11a9e505a8addbba778b9614e0055c,sao jose,delivered,11/13/2017 17:03,11/13/2017 17:30,11/16/2017 17:51,11/26/2017 13:33,12/5/2017 0:00,3,11/20/2017 17:30,21.9,14.1,1,credit_card,10,108,eletronicos,43,538,1,150,30,10,20,0
7c3842cd24caaa14e2e35e68623aa791,sao miguel arcanjo,delivered,9/8/2017 10:15,9/8/2017 10:25,9/8/2017 22:06,9/13/2017 20:10,9/26/2017 0:00,1,9/14/2017 10:25,82.99,12.92,1,voucher,1,95.91,informatica_acessorios,60,655,2,200,20,6,11,0
c71808bea8b5b4d596f7289d199495e3,rio de janeiro,delivered,6/25/2018 2:24,6/25/2018 2:37,6/25/2018 11:20,6/28/2018 16:41,7/30/2018 0:00,1,6/27/2018 2:37,24.99,15.28,1,credit_card,1,80.54,fashion_bolsas_e_acessorios,15,132,4,50,17,4,13,1
a002b6265756c2bf5ba1f596ac8847b2,rio de janeiro,delivered,8/7/2018 12:21,8/7/2018 12:35,8/9/2018 14:28,8/14/2018 16:55,8/31/2018 0:00,2,8/14/2018 12:35,110,15.87,1,credit_card,2,251.74,perfumaria,41,629,1,318,27,27,26,0
0e6043c6383abe8e3ee07a62b4a723d4,niteroi,delivered,3/4/2018 23:25,3/4/2018 23:35,3/5/2018 18:39,3/17/2018 16:53,3/22/2018 0:00,1,3/8/2018 23:35,19.9,14.1,1,credit_card,1,34,papelaria,51,755,2,250,16,5,25,1
9438adb7579bb0133f0173f39f85ae01,sao caetano do sul,delivered,9/14/2017 18:32,9/15/2017 2:25,9/15/2017 20:59,9/19/2017 14:42,10/2/2017 0:00,1,9/21/2017 2:25,19.9,11.85,1,boleto,1,31.75,beleza_saude,51,951,1,178,18,11,17,1
2359e70b63920006f86eb8d0870f6406,praia grande,delivered,6/3/2018 22:47,6/3/2018 23:11,6/4/2018 13:54,6/20/2018 16:32,6/28/2018 0:00,1,6/11/2018 23:11,23.9,7.39,2,voucher,1,22.21,eletronicos,32,302,1,100,19,15,17,0
9525e9588f32cbc9dd5eecd6c63da24b,conselheiro lafaiete,delivered,11/27/2017 8:41,11/27/2017 8:50,11/28/2017 17:32,12/18/2017 23:08,12/19/2017 0:00,1,12/1/2017 8:50,99.99,15.59,1,credit_card,10,115.58,relogios_presentes,52,481,2,250,16,11,11,1
f036beae922b5034d5a9b801e64659a6,rio de janeiro,delivered,11/26/2017 10:21,11/26/2017 10:36,11/30/2017 18:38,12/14/2017 3:39,12/28/2017 0:00,1,12/12/2017 10:36,49.89,14.1,1,credit_card,3,63.99,cama_mesa_banho,55,352,2,1350,50,11,11,1
9e5557654c1e107f0924b9f01df10579,senhor do bonfim,delivered,10/2/2017 15:38,10/4/2017 3:04,10/4/2017 18:17,10/24/2017 15:44,11/1/2017 0:00,1,10/10/2017 3:04,88,17.06,1,boleto,1,105.06,relogios_presentes,56,610,6,250,16,2,11,1
9eb585e566edc8b94a17ac5d6076d136,niteroi,delivered,4/12/2018 17:36,4/14/2018 2:30,4/17/2018 0:16,4/30/2018 21:42,5/2/2018 0:00,1,4/19/2018 2:30,14.3,18.23,1,boleto,1,32.53,eletrodomesticos,50,872,2,150,20,13,12,0
c5a92db38654f2f74f3983d03661e8ad,araras,delivered,5/8/2018 19:38,5/8/2018 20:54,5/11/2018 17:25,5/14/2018 20:36,5/21/2018 0:00,2,5/15/2018 20:54,193.9,8.23,1,credit_card,10,406.26,esporte_lazer,38,549,1,1017,42,21,27,1
f3a2d5b49cc090c679649818bc3f8e8e,guarulhos,delivered,6/11/2018 22:31,6/11/2018 22:59,6/12/2018 10:35,6/13/2018 19:38,7/5/2018 0:00,1,6/25/2018 22:59,329.99,9.57,1,credit_card,3,339.56,beleza_saude,43,1690,1,200,17,17,17,1
fbbc61fafbafa45406320a04a2c39c2f,rio de janeiro,delivered,5/17/2018 16:42,5/18/2018 13:31,5/21/2018 15:10,6/9/2018 17:36,6/19/2018 0:00,1,5/23/2018 12:19,57.89,12.77,1,boleto,1,70.66,livros_tecnicos,36,890,1,950,29,3,21,0
0c08720b120ac120b41b9a65b5ae30d5,uberlandia,delivered,2/25/2018 20:26,2/25/2018 21:47,2/27/2018 0:33,3/5/2018 17:03,3/20/2018 0:00,1,3/1/2018 21:31,122.99,15.61,1,credit_card,2,138.6,,,,,400,20,12,15,0
a2d19f05cef411aa2938ca9d2a92d156,curitiba,delivered,1/10/2018 11:32,1/12/2018 2:34,1/15/2018 17:13,1/19/2018 17:49,2/2/2018 0:00,1,1/18/2018 2:34,99.9,15.46,1,boleto,1,115.36,esporte_lazer,50,1290,3,750,25,7,25,0
8df4a236a4d1d6ccf5f838cd45a3e3c4,guarabira,delivered,1/9/2018 15:59,1/9/2018 16:10,1/10/2018 16:39,1/20/2018 0:24,2/15/2018 0:00,1,1/15/2018 16:10,39.9,15.1,1,credit_card,1,55,informatica_acessorios,28,1111,1,169,16,10,12,0
c38c9babe9e1c44bc6ca87218f060bac,taubate,delivered,4/3/2018 16:00,4/5/2018 2:10,4/5/2018 18:41,4/11/2018 18:28,4/25/2018 0:00,1,4/11/2018 2:10,69.9,13.85,1,boleto,1,167.5,brinquedos,48,284,2,950,105,10,11,1
e49e2af32c3082a1fdc8f5dc5c5dee7f,belo horizonte,delivered,10/21/2017 15:58,10/21/2017 16:14,10/25/2017 18:35,11/3/2017 16:38,11/13/2017 0:00,1,10/26/2017 16:14,59.9,17.67,1,credit_card,7,77.57,ferramentas_jardim,57,366,2,1650,30,22,30,0
c180f565ea0f5d52d645ce90be20821e,sao paulo,delivered,4/21/2018 17:34,4/24/2018 18:05,4/23/2018 18:44,4/24/2018 19:24,5/2/2018 0:00,1,4/26/2018 18:32,67,25.11,1,credit_card,3,184.22,moveis_cozinha_area_de_servico_jantar_e_jardim,49,1618,8,9800,16,95,50,0
308800cb1d6dd4e3d0a89f43d8fa44c7,sao luis,delivered,4/24/2018 16:02,4/24/2018 19:19,4/25/2018 13:54,4/30/2018 16:58,5/21/2018 0:00,3,4/30/2018 18:31,49,26.75,1,credit_card,2,172.74,fashion_bolsas_e_acessorios,59,93,7,250,16,2,11,1
11342c1fb8b203ab328495db18dd8caf,amparo,delivered,9/20/2017 18:26,9/22/2017 5:35,9/22/2017 17:14,9/26/2017 9:32,10/6/2017 0:00,5,9/28/2017 5:35,9.5,9.09,1,boleto,1,92.95,sinalizacao_e_seguranca,44,583,1,225,24,13,31,1
c1742b6142e68f9d4dd02051adb0954d,rio de janeiro,delivered,4/23/2017 19:42,4/23/2017 19:55,4/24/2017 10:34,5/3/2017 15:37,5/15/2017 0:00,1,4/27/2017 19:55,54.9,15.59,1,credit_card,3,70.49,utilidades_domesticas,47,772,3,950,27,14,18,1
a22b289372fa843cd698a5a641452436,ipatinga,delivered,1/13/2018 21:33,1/13/2018 21:49,1/18/2018 12:26,1/24/2018 16:13,2/7/2018 0:00,1,1/18/2018 21:49,59.55,17.67,1,credit_card,4,77.22,moveis_decoracao,59,205,1,950,31,11,26,0
367c7fed4f286c1f0f7ac137cade2edb,dois vizinhos,delivered,5/21/2017 15:05,5/23/2017 3:31,5/25/2017 9:24,6/12/2017 11:38,6/16/2017 0:00,1,5/29/2017 3:30,65,18.02,1,boleto,1,83.02,cool_stuff,53,442,4,800,33,15,30,1
b8fbaa3e26e3e604818d090861f162b7,rio de janeiro,delivered,7/29/2018 13:18,7/30/2018 18:31,8/8/2018 14:46,8/22/2018 22:58,8/22/2018 0:00,3,8/9/2018 16:24,41.95,19.48,1,credit_card,5,184.29,casa_construcao,51,902,5,550,17,26,17,0
e365beefd48250481d837448d9fee4eb,assis,delivered,1/22/2018 22:15,1/24/2018 2:37,1/24/2018 23:56,1/29/2018 22:22,2/14/2018 0:00,1,2/20/2018 1:37,335.21,42.34,1,boleto,1,377.55,esporte_lazer,30,394,2,16897,65,36,30,1
99f5da45f7eeadaf8a67bab460e3ea5d,nova era,delivered,2/28/2017 15:04,3/2/2017 4:10,3/3/2017 7:34,3/10/2017 17:27,3/22/2017 0:00,1,3/8/2017 4:10,129.99,15.08,1,boleto,1,145.07,cool_stuff,52,797,2,1500,50,40,30,1
b5c1c56fe1ec3cec6893b98d90a339bd,porto alegre,delivered,8/13/2018 22:51,8/13/2018 23:04,8/22/2018 14:04,8/30/2018 23:38,10/25/2018 0:00,1,8/23/2018 23:04,849,21.04,1,credit_card,10,870.04,relogios_presentes,56,470,2,832,21,12,15,0
83b11ba2776ca7656542548b827906e5,braganca paulista,delivered,9/16/2017 0:45,9/16/2017 0:55,9/19/2017 16:58,9/25/2017 12:24,10/4/2017 0:00,1,9/21/2017 0:55,52.11,11.86,2,voucher,1,51.76,cama_mesa_banho,60,460,2,467,45,4,35,1
60c1f4151b92f9bbf80813a1f6b4f3db,sao paulo,delivered,9/29/2017 14:44,9/29/2017 15:04,9/29/2017 20:48,9/30/2017 15:13,10/17/2017 0:00,1,10/5/2017 15:04,69.99,9.34,1,credit_card,3,79.33,brinquedos,26,855,2,500,18,6,21,0
b1737c34c3a1db8806af041483301a7c,monte siao,delivered,11/27/2017 21:35,11/29/2017 2:22,11/29/2017 15:03,12/5/2017 23:47,1/17/2018 0:00,1,1/4/2018 2:22,184.9,41.28,1,boleto,1,226.18,moveis_decoracao,53,223,1,13200,56,48,38,1
43a7dec98e9ec118d59b430191944a29,rio de janeiro,delivered,11/24/2017 15:51,11/24/2017 19:31,11/27/2017 18:40,12/9/2017 18:42,12/18/2017 0:00,1,11/30/2017 19:31,99,33.08,1,debit_card,1,132.08,ferramentas_jardim,36,450,1,9000,42,12,39,1
69c4c800716e7c23bbee20075aa55f6b,sao paulo,delivered,8/6/2018 12:27,8/7/2018 4:30,8/7/2018 15:23,8/8/2018 22:06,8/10/2018 0:00,1,8/9/2018 4:30,32,8.97,1,boleto,1,40.97,utilidades_domesticas,57,529,4,575,16,18,12,0
a9f353609242c268174ec433f45f8440,mogi das cruzes,delivered,4/5/2018 18:34,4/5/2018 18:50,4/7/2018 0:58,4/19/2018 15:38,4/26/2018 0:00,1,4/11/2018 18:50,104.71,18.61,1,credit_card,5,246.64,automotivo,58,370,1,1100,30,25,25,0
ae3fcb88644f6583f941c264bea31b1b,brasilia,delivered,11/6/2017 12:41,11/8/2017 3:50,11/9/2017 18:23,11/21/2017 23:18,11/27/2017 0:00,1,11/14/2017 3:31,16.9,15.11,1,boleto,1,32.01,moveis_decoracao,51,1046,1,650,33,4,33,0
36dcd1ca06a31b26bf8f9f56576412cb,uberaba,delivered,6/17/2018 23:54,6/18/2018 15:17,6/21/2018 11:33,6/25/2018 21:52,7/12/2018 0:00,1,6/21/2018 15:17,689,24.01,1,boleto,1,713.01,telefonia,47,1702,4,300,18,17,17,1
da311a8b4301e6651bd35fddcf9ca6a4,jundiai,delivered,8/25/2017 15:53,8/25/2017 16:10,8/30/2017 17:38,9/1/2017 20:56,9/19/2017 0:00,1,8/31/2017 16:10,95,20.16,1,credit_card,10,115.16,pet_shop,52,625,8,2200,50,20,40,0
20f0b1f991f8670e4421b202c2f8f454,rio de janeiro,delivered,3/26/2017 14:50,3/28/2017 3:51,4/11/2017 15:19,4/19/2017 14:43,5/3/2017 0:00,2,4/6/2017 3:51,89.96,26.13,1,boleto,1,232.18,moveis_escritorio,19,930,1,12775,37,65,36,0
9c0f4ac6b6891be32bf81369e8bc1ed4,porto ferreira,delivered,1/20/2018 13:59,1/20/2018 14:31,1/22/2018 16:23,1/26/2018 20:13,2/14/2018 0:00,1,1/25/2018 14:31,16.9,11.85,1,credit_card,1,28.75,automotivo,55,385,2,50,20,4,14,1
9182ea36ab1a161d290631a23c642d56,ipatinga,delivered,8/1/2017 23:07,8/1/2017 23:15,8/2/2017 21:07,8/7/2017 17:48,8/31/2017 0:00,1,8/7/2017 23:15,49.99,34.15,1,credit_card,1,84.14,brinquedos,58,321,2,150,16,16,16,0
159132ab31eb3c8a1061ed18967f720b,valinhos,delivered,6/5/2018 14:38,6/6/2018 14:34,6/6/2018 15:24,6/11/2018 17:38,7/11/2018 0:00,5,6/14/2018 14:32,190,44.05,1,credit_card,1,1638.35,climatizacao,51,2959,4,7800,105,10,40,0
c3ed98d5b448548f7d7cbd4571641183,vicosa,delivered,4/23/2018 22:57,4/24/2018 19:07,4/24/2018 16:52,5/4/2018 15:20,5/17/2018 0:00,1,4/29/2018 23:31,229.9,23.32,1,credit_card,5,253.22,brinquedos,58,78,2,367,29,21,21,1
11e80318a196fa414669dccb5bb03655,goiania,delivered,2/2/2018 16:37,2/3/2018 15:55,2/5/2018 20:08,2/14/2018 21:28,3/7/2018 0:00,1,2/8/2018 15:55,619.65,20.78,1,credit_card,3,640.43,beleza_saude,49,876,1,543,30,12,16,1
da874d805c9bee954668d8a5da986933,garopaba,delivered,11/24/2017 13:46,11/25/2017 4:59,11/27/2017 21:20,12/15/2017 10:28,12/21/2017 0:00,1,11/30/2017 4:59,28.9,14.1,1,boleto,1,43,esporte_lazer,54,1888,5,400,24,11,18,0
1bd00f336a9c3b3c35a720f715e7fe58,mogi das cruzes,delivered,12/7/2017 15:40,12/12/2017 3:49,12/13/2017 22:07,12/20/2017 19:05,1/9/2018 0:00,1,12/18/2017 3:49,33.5,15.1,1,boleto,1,48.6,relogios_presentes,55,384,1,450,25,10,25,0
ca5d72f1c65589324e254fde9bf9b59e,itabira,delivered,1/30/2018 16:55,2/1/2018 2:53,2/1/2018 22:37,2/9/2018 13:46,2/22/2018 0:00,2,2/7/2018 2:53,29,3.78,1,boleto,1,132.29,relogios_presentes,60,167,2,300,16,2,11,0
7f5a426d2b8d8865b311af0d52674b77,ubatuba,delivered,3/28/2018 22:20,3/28/2018 22:30,3/29/2018 21:24,4/16/2018 15:38,4/16/2018 0:00,1,4/3/2018 22:30,19.9,13.71,1,credit_card,3,33.61,livros_interesse_geral,36,1121,1,650,17,5,22,1
f89e4237764a0efd10acddd6f0bd18cf,sorocaba,delivered,2/13/2018 16:01,2/15/2018 3:55,2/16/2018 18:46,2/19/2018 20:20,3/1/2018 0:00,2,2/21/2018 2:55,71.99,9.09,1,boleto,1,162.16,malas_acessorios,59,355,1,600,20,5,20,1
eec909ab0da04f0d3e92f898c6994d37,rio de janeiro,delivered,5/11/2017 9:13,5/11/2017 9:25,5/11/2017 10:09,5/16/2017 9:42,5/31/2017 0:00,1,5/17/2017 9:25,94.9,14.41,1,credit_card,5,109.31,brinquedos,41,1156,1,500,17,10,12,1
